bystander condition,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,A,H,C,C,E,E,E,E,C,E,C,C,C,C,C,E,E,E,E,E,E
F,H,H,H,J,H,J,H,F,F,F,F,F,J,F,F,F,F,F,F,F,F
G,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
H,C,C,C,C,C,C,H,C,C,H,H,H,H,H,H,H,H,H,H,H,H
I,J,J,I,I,I,I,J,J,J,J,J,J,J,J,I,I,I,I,I,I,I
J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,J,J,J,J
A,F,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,B,B,A,A,B,B,B,A,A,B,A,A,A,A,A
C,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,J,J,J,J,J,J,J,E,E,E,J,J,J,J,J,E,J,J,E,E,E
F,I,I,I,I,I,F,F,F,F,F,I,I,F,I,I,I,I,I,F,F,F
G,D,D,D,D,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,G,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,G,G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,D,D,D,D,B,A,B,A,A,A,A,A,A,A,A,A,A,A
C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,C,I,C
D,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
F,D,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,A,I,G,G,G,D,A,D,D,D,D,D,D,D,G,G,G,G,G,G,G
H,F,F,B,F,F,F,F,F,F,H,H,H,H,H,H,H,H,H,H,H,H
I,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,H,H,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,H,A,H,A,D,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,F,F,F,F,F,F,F,A,F,A,A,A,A,A,A,A,F,F,F,A,F
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
E,H,B,B,B,E,E,E,E,B,B,B,B,E,E,E,E,E,E,E,E,E
F,I,I,G,G,G,G,G,G,G,F,F,G,G,F,F,F,F,F,F,F,F
G,F,F,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,B,B
C,H,F,F,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,D,D,D,D,D
E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
F,A,A,F,F,F,F,F,F,F,F,A,A,A,A,A,A,A,A,A,A,A
G,I,I,I,I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,A,A,A,A,H,H,H,A,A,A,A,A,A,A,A,A,A,H,H,H,H
I,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,E,E,E,E,E,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,A,C,C,C,C,C,C,C,B,C,B,C,C,C,C,C,C,A,A
C,G,G,G,G,G,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
D,B,B,B,B,B,B,B,B,B,B,B,D,B,B,D,B,B,B,B,B,B
E,H,A,A,A,A,A,A,A,A,A,A,A,E,A,H,E,E,E,E,E,E
F,C,F,F,F,F,F,F,F,F,C,C,C,C,C,C,C,C,C,F,F,F
G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
H,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,I,G,G,I
J,F,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,A,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,F,F,F,F,F,F,F,F,F,B,B,B,B,B,B,B,B,B,B,B,B
C,A,E,F,F,F,F,F,A,D,D,A,A,A,A,A,A,A,A,A,A,A
D,E,E,D,E,D,D,D,D,D,D,D,D,D,E,D,D,D,D,D,D,D
E,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,A,A,A,A,A,A,A,A,A,A,A,A,A,A,H,A,A,H,H,H,H
I,F,F,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,B,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,G,G,G,G,G,G,G,G,G,G,G,G,A,A,A,A,G,A,A,A,A
C,A,C,C,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,C
D,H,H,H,H,H,H,H,H,H,D,D,D,D,D,D,D,D,D,D,D,D
E,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,C,C,C,C,C,C,C,C,C,F,F,F,C,C,C,F,C,C,C,C,F
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,E,E,E,E,H,E,E,E,E,E,E,E,E,H,H,H,H,H,H,H,H
I,E,E,E,E,E,E,E,E,E,E,I,E,I,I,I,I,I,I,I,I,I
J,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,G,G,G,G,G,G,G,G,G,A,A,B,B,B,B,B,A,A,A,A,A
C,G,G,G,G,G,G,G,G,G,G,G,A,A,A,A,A,A,A,A,A,A
D,I,I,I,I,I,D,D,D,I,D,D,D,D,D,D,D,D,D,D,D,D
E,A,A,A,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,D,D,D,D,D,F,F,F,F,F,F,D,F,F,F,F,F,F,F,F,F
G,E,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H
I,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,A,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,D,D,B,B,B,B,B,B,D,B,B,B,B,B,B,B,B,B,B,B,B
B,H,C,C,C,C,C,A,C,A,A,C,A,A,A,A,A,A,A,A,A,A
C,A,B,B,D,B,B,B,C,C,C,C,C,C,C,C,C,C,C,C,B,B
D,E,E,E,E,E,E,E,E,D,E,D,D,D,D,D,D,D,D,D,D,D
E,F,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,G,G,G,G,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,J,J,J,J,J,J,J,J,J,J,J,H,J,J,J,H,H,H,H,J,J
I,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,J,J,D,J,J
A,H,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
C,D,D,D,D,D,D,D,D,D,D,C,D,C,C,C,C,C,C,C,C,C
D,H,H,H,H,H,H,D,D,D,D,D,G,G,D,D,D,D,G,G,D,D
E,A,A,E,E,E,E,E,E,E,A,A,A,A,A,A,A,A,A,A,A,A
F,J,J,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
A,E,E,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,I,I,I,I,I,I,I,I,I,A,I,A,A,A,A,A,A,A,A,A,A
C,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,D,D,D,E,E,E,E,E,E,E,E,D,D,D,E,D,D,D,D,D,D
F,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,G
H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,H,H,H,H
I,E,E,E,E,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,G,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,I,I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,B,B,B,B,B,B,B,A,A,A,C,C,A,A,A,A,A,A,A,A,A
C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
F,B,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,E,D,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,E,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,H,H,I,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,B
C,B,B,B,B,B,B,B,B,B,C,C,C,C,C,C,B,C,B,B,B,C
D,H,H,B,C,C,C,C,C,C,C,C,C,C,C,D,D,D,D,D,D,D
E,H,H,H,H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,A,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,J,J
A,A,A,A,A,A,B,B,B,B,B,A,B,B,A,A,B,A,B,A,B,A
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,I,D,D,D,D,D,D,D,B,B,B,B,B,B,B,B,B,B,B,D,B
D,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,H,H,H,H,H,H,H,H,H,H,H,H,E,E,E,H,E,E,E,H,H
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,J,B,B,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,A,J,H,H,H,J,J,H,H,H,H,J,H,H,H,H,H,H,H,H,H
I,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,I,C,C
J,B,B,J,J,J,J,J,J,J,J,J,B,J,J,J,J,J,J,J,J,J
A,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,B,A,C,C,B,C,C,B,B,B,B,B,B,B,B,B,B,D,D
C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
D,E,E,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
F,H,H,H,H,H,H,H,H,I,I,I,I,I,I,I,I,H,H,H,H,F
G,I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,A,G,H,H,H,H,H,H,H,H,G,G,H,H,H,H,H,H,H,H,H
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,B,B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,F,F,F,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,G,C,B,C,B,C,C,C,C,C,B,B,B,B,B,B,B,B,B,C,C
C,J,J,J,J,J,J,J,J,J,J,C,J,C,C,C,C,C,C,C,C,C
D,F,F,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,I,I,I,G,I,I,I,I,E,E,E,I,I,E,E,E,E,E,E,E,E
F,D,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,I,I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,C,C,C,C,C,H,H,C,C,C,C,C,H,H,H,H,H,H,H,H,H
I,A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,A,F,F,F,A,J,J,A,A,A,A,A,J,J,J,J,J,J,J,J,J
A,G,G,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,G,G,G,G,G,G,G,G,G,B,B,G,B,B,B,B,B,B,G,G,G
C,F,F,F,F,F,F,A,A,B,C,C,C,C,C,C,A,A,A,A,A,A
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,F,F,F,F,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,A,F,A,F,A,A,F,A,G,G,G,G,A,A,A,G,A,G,A,G,G
H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,I,J,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
A,C,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,E,D,I,D,E,E,E,E,E,E,E,E,B,B,B,B,E,E,E,E
C,G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,J,J,J,J,J,J,J,J,J,J,J,D,J,J,D,D,D,D,D,D,J
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,D,D,D,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,F,F,F,F,F,F,F,F,F,F,F,F,F,G,F,F,F,F,F,F,F
H,A,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,G,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
C,A,D,C,C,A,A,C,C,C,C,C,A,A,A,C,A,A,A,C,A,A
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,C,C,C,C,E,E,C,C,E,E,E,E,E,E,C,E,C,C,E,E,E
F,A,F,F,F,F,F,F,F,F,F,F,F,A,F,F,F,F,F,F,F,F
G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,G,G,H,G,G,H
H,G,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,D,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,I,I,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,I,I,I,I,I,I,I,I,D,I,I,B,C,D,C,D,D,C,D,C,D
C,F,B,C,B,C,C,C,C,C,C,C,C,C,C,C,B,B,B,B,B,B
D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,I,A,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,G,G,F,F,F,F,F,F,F,F,F,F,G,G,G,F,G,F,F,F,F
G,C,G,G,G,G,G,G,C,G,G,G,G,G,G,G,G,G,G,G,G,G
H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,B,B,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,D,D,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,A,B
C,H,H,F,H,C,H,C,A,C,C,C,C,A,A,C,C,C,A,C,C,C
D,J,J,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,E,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,H,I,I,I,I,I,I,I,I,I,I,H,I,I,I,I,I,I,I,I,I
J,F,F,F,F,F,F,F,F,F,J,J,J,F,J,J,J,J,J,J,J,J
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,J,J,B,B,J,J,J,B,B,B,B,B,B,B,B,B,B,B,B,J,B
C,J,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,H,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,H
I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
J,C,C,J,J,J,J,J,J,C,J,J,J,J,J,J,J,J,J,J,J,J
A,E,E,E,E,E,E,B,E,E,E,B,E,E,E,E,B,E,E,E,E,E
B,G,G,G,G,G,G,G,G,G,B,B,B,B,B,B,B,G,G,G,G,G
C,G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,B,B,D,D,D,D,D,D,D,D,D,D,D,D,D,D,B,B,D,D,D
E,G,G,G,G,G,E,G,E,B,B,E,B,A,A,B,A,B,B,B,E,A
F,I,I,I,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,H,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,E,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,F,F,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,C,C,C,C,C,C,C,A,A,B,B,B,B,B,A,A,B,B,B,A,B
C,F,F,F,F,F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,H,H,H,H,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
H,E,E,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,J,J,J,J,J,I,I,I,I,I,I,I,I,I,I,J,I,I,J,I,I
J,F,F,F,F,F,F,F,F,F,F,F,F,F,J,F,J,J,J,J,J,J
A,E,E,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,A,A,B,B,B,B,A,A,A,A,B,B,B,B,A,B,A,A,A,A,A
C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
D,H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,I,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,A,F,F,F,F,F,F,F,F,F,F,F,F,F,A,F,F,A,A,F,F
G,H,H,H,H,H,H,H,H,G,G,G,G,G,G,G,G,G,G,G,G,G
H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,H,H,H
I,C,C,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,B,B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,D,D,D,D,D,D,B,B,D,B,D,D,D,D,B,D,D,D,D,D,D
B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,B,B,B,B,B
C,G,F,F,F,F,G,G,G,G,G,C,C,G,G,G,G,G,G,G,G,G
D,F,F,F,F,F,F,F,F,F,F,F,F,F,D,D,D,D,F,F,F,F
E,C,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,C,C,C,C,C,C,F,C,F,F,F,C,F,F,F,F,F,F,F,F,F
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,J,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,H,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,A,I,I,I,I,I,I,J,I,J,I,I,A,A,J,J,J,J,J,J,J
A,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,I,I,I,I,I,I,I,I,I,B,B,B,B,B,I,I,I,I,I,I,I
C,F,F,F,F,F,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,F,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,H,H,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,I,I,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,E,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,A,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,A,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,F,F,F,C,C,C,C,C,C,A,C,A,A,A,A,A,A,A,A,A,A
C,D,D,D,D,D,D,D,A,C,D,A,C,A,A,A,A,A,A,A,A,A
D,G,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,G,G,C,C,C,C,C,C,C,E,C,C,C,C,C,C,C,C,E,E,E
F,G,F,F,F,F,F,F,F,F,F,F,A,F,F,F,F,F,F,F,F,F
G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,C,C,C,C,C,C,C,C,C,H,H,C,C,H,H,C,H,C,H,H,H
I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,B,B,J,J,J,J,J,J,J,J,J,B,J,J,J,J,J,J,J,J,J
A,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,I,D,D,D,D,D,B,B,A,B,B,B,B,A,B,B,B,A,A,A,A
C,D,D,D,D,D,C,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C
D,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,D,H,D
E,A,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,A,A,A,A,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,G,G
H,F,F,E,F,F,F,D,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,G,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,D,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J
A,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,D,B,D,D,D,D,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
C,G,G,G,G,G,C,C,C,C,C,C,C,C,C,A,C,C,C,A,A,C
D,I,I,D,D,I,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
E,F,E,E,E,E,E,E,E,E,E,E,B,B,B,B,B,B,B,B,B,B
F,A,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,E,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G,G
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
J,F,F,F,F,F,F,F,H,J,H,F,J,J,F,J,J,J,J,J,J,J
A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
B,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,J,B,B,J,J,B
C,G,G,G,G,G,G,G,G,G,C,C,C,G,C,C,C,C,C,G,C,G
D,G,G,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,D
E,B,B,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E
F,E,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
G,A,A,G,G,A,A,G,A,G,G,A,A,A,G,G,G,G,G,G,G,G
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
I,F,E,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
J,G,D,D,D,D,D,D,D,G,D,J,J,J,J,J,J,J,J,J,J,J
